1337,Find &amp; Start Impromptu Parties at #SXSW With @mention {link} I can't wait til the Android app comes out.,1,['sxsw'],[],False,"['find', 'start', 'impromptu', 'party', 'link', 'cant', 'wait', 'til', 'android', 'app', 'come']"
1338,The &quot;Austin Guide -Lonely Planet&quot; is currently FREE in the #iPhone app store #SXSW,0,"['iphone', 'sxsw']",[],False,"['austin', 'guide', 'lonely', 'planet', 'currently', 'free', 'app', 'store']"
1339,OH: &quot;like I can't believe I've had three boyfriends since the first iPad ..&quot; #sxsw,0,['sxsw'],[],True,"['oh', 'like', 'cant', 'believe', 'ive', 'three', 'boyfriend', 'since', 'first', 'ipad']"
1340,The &quot;pop up&quot; Apple Store is packed! #sxsw,1,['sxsw'],[],False,"['quot', 'apple', 'store', 'packed']"
1341,"As AT&amp;T iPhone are failing everywhere, my Verizon iPhone is doing just great. #verizonFTW #SXSW",0,"['verizon', 'ftw', 'sxsw']",[],False,"['iphone', 'failing', 'everywhere', 'verizon', 'iphone', 'great']"
1342,OH: &quot;While we're here we should check out this new iPad 2 'thing'.&quot; #SXSW #strangeproblems,1,"['sxsw', 'strange', 'problems']",[],False,"['oh', 'check', 'new', 'ipad', 'thing']"
1343,OH: &quot;You can download our free iPhone app. It's sort of a social networking kind of thing.&quot; #sxsw #fail,0,"['sxsw', 'fail']",[],False,"['oh', 'download', 'free', 'iphone', 'app', 'sort', 'social', 'networking', 'kind', 'thing']"
1344,Ideas? RT: @mention Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,0,['sxsw'],[],False,['idea']
1345,"Sweet! RT: @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,['sxsw'],[],False,['sweet']
1346,"#SXSW (2): #gamification, #iPad #design, mobile #banking &amp; #marketing 2.0 {link} #artikelen #dossiers #events #mediapers",0,"['sxsw', 'gamification', 'ipad', 'design', 'banking', 'marketing', 'artikel', 'en', 'dossiers', 'events', 'diapers']",[],False,"['mobile', 'link']"
1347,Nice Move: Apple set to open popup shop in core of #SXSW action {link},1,['sxsw'],[],False,"['nice', 'move', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'action', 'link']"
1348,"Announced: as of today, @mention is no longer Wine Library TV. New app for iPhone is Daily Grape. #SXSW",0,['sxsw'],[],False,"['announced', 'today', 'longer', 'wine', 'library', 'tv', 'new', 'app', 'iphone', 'daily', 'grape']"
1349,Dear SXSW: bad planning room wise for the Q&amp;A With Google &amp; Bing at Hilton Salon J. Way too small a room. Long line outside. #SXSW #SXSWi,0,"['sxsw', 'sxswi']",[],False,"['dear', 'sxsw', 'bad', 'planning', 'room', 'wise', 'q', 'google', 'bing', 'hilton', 'salon', 'j', 'way', 'small', 'room', 'long', 'line', 'outside']"
1350,"Big night: Come party down with @mention and Google tonight at #sxsw: {link} Bands, food, art, interactive maps! cc: @mention",1,['sxsw'],[],False,"['big', 'night', 'come', 'party', 'google', 'tonight', 'link', 'band', 'food', 'art', 'interactive', 'map', 'cc']"
1351,"Game plan: Free food at Pepsi, Convention Center, Burner Party, Android party at Luster Pearl .. and all that happens between #sxsw",0,['sxsw'],[],True,"['game', 'plan', 'free', 'food', 'pepsi', 'convention', 'center', 'burner', 'party', 'android', 'party', 'luster', 'pearl', 'happens']"
1352,Confirmed: Google Circles to be launched later today #sxsw #sxswi,0,"['sxsw', 'sxswi']",[],False,"['confirmed', 'google', 'circle', 'launched', 'later', 'today']"
1353,"Good news: I didn't break my iPhone, bad news: 1 screw just wouldn't budge, so I couldn't replace my battery. Hope it can stand up to #sxsw.",0,['sxsw'],[],False,"['good', 'news', 'didnt', 'break', 'iphone', 'bad', 'news', 'screw', 'wouldnt', 'budge', 'couldnt', 'replace', 'battery', 'hope', 'stand']"
1354,Reason 19: Keep Parakeets employed! {link} Keep track of where the ladies are at #SXSW {link} @mention,0,['sxsw'],[],False,"['reason', 'keep', 'parakeet', 'employed', 'link', 'keep', 'track', 'lady', 'link']"
1355,IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake (Please RT),0,"['japan', 'sxswcares', 'sxsw', 'quake']",[],False,['impo']
1356,SimpleGeo: Mobile phone ubiquity is creating a huge sensor network. iPhone has 6 diff sensors. #SXSW #bemyneighbor,0,"['sxsw', 'neighbor']",[],False,"['simplegeo', 'mobile', 'phone', 'ubiquity', 'creating', 'huge', 'sensor', 'network', 'iphone', 'ha', 'diff', 'sensor']"
1357,"In Austin: not surprising, most popular accessory seems to be the ipad. closely followed up by BBQ pork waffle cone. #sxsw",0,['sxsw'],[],False,"['austin', 'surprising', 'popular', 'accessory', 'seems', 'ipad', 'closely', 'followed', 'bbq', 'pork', 'waffle', 'cone']"
1358,SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} via @mention #SXSW XIPAD,-1,['sxsw'],[],False,"['sxsw', 'novelty', 'ipad', 'news', 'apps', 'fade', 'fast', 'among', 'digital', 'delegate', 'link', 'via', 'xipad']"
1359,Challenge: Rethink Reading! #touchingstories #iPad and/or #tablet #SXSW,0,"['touching', 'stories', 'ipad', 'tablet', 'sxsw']",[],False,"['challenge', 'rethink', 'reading']"
1360,toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},0,['sxsw'],[],False,['toptweets']
1361,toptweets: RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the... {link},0,['sxsw'],[],True,['toptweets']
1362,SXSW 2011: The Google and Bing smackdown in all its bloody banality (Guardian) {link} #SXSW,0,['sxsw'],[],False,"['sxsw', 'google', 'bing', 'smackdown', 'bloody', 'banality', 'guardian', 'link']"
1363,Dear SXSW: when you have Matt Cutts from Google you may want to provide a larger room that salon J at Hilton. Just sayin' #SXSW #SXSWi,0,"['sxsw', 'sxswi']",[],False,"['dear', 'sxsw', 'matt', 'cutts', 'google', 'may', 'want', 'provide', 'larger', 'room', 'salon', 'j', 'hilton', 'sayin']"
1364,Anonymity: Zuckerberg &quot;wrong&quot; says 4chan's Moot #SXSW {link},0,['sxsw'],[],False,"['anonymity', 'zuckerberg', 'wrong', 'say', 'chans', 'moot', 'link']"
1365,Anonymity: Zuckerberg &quot;wrong&quot; says 4chan's Moot #SXSW {link} VIA @mention Google circles opportunity with profiles?,0,['sxsw'],[],False,"['anonymity', 'zuckerberg', 'wrong', 'say', 'chans', 'moot', 'link', 'via', 'google', 'circle', 'opportunity', 'profile']"
1366,@mention :New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},0,"['ubersocial', 'iphone', 'sxsw', 'mashable']",[],False,"['new', 'app', 'store', 'includes', 'uberguide', 'sponsored', 'link']"
1367,Thank you! :) RT @mention Just picked up @mention book: Killer Photoes with your IPhone! #SXSW #sxswchi  {link} #SXSWi,1,"['sxsw', 'sxswchi', 'sxswi']",[':)'],False,['thank']
1368,Good Work!    @mention @mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW  ,1,"['sxsw', 'playsxsw']",[],False,"['good', 'work', 'check', 'latest', 'stream', 'apples', 'store', 'link', 'ipad', 'come']"
1369,Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} ( via @mention who gave us no credit! ),0,['sxsw'],[],False,"['confirmed', 'apple', 'store', 'week', 'popup', 'austin', 'picture', 'link', 'via', 'gave', 'u', 'credit']"
1370,Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi,1,"['itunes', 'austin', 'bbq', 'sxsw', 'sxs', 'wi']",[],False,"['good', 'news', 'austin', 'eats', 'bbq', 'iphone', 'available', 'link']"
1371,Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi /via @mention,0,"['itunes', 'austin', 'bbq', 'sxsw', 'sxs', 'wi']",[],False,"['good', 'news', 'austin', 'eats', 'bbq', 'iphone', 'available', 'link', 'via']"
1372,Hey #SXSW! Free copy of our Halftone app to the first person to redeem this code: P7E9EME7KYLJ {link},0,['sxsw'],[],False,"['hey', 'free', 'copy', 'halftone', 'app', 'first', 'person', 'redeem', 'code', 'peemekylj', 'link']"
1373,"Get on it! Join actsofsharing.com starting tonight, the person with the most friends in their city by end of #SXSW wins an iPad 2! #local",0,"['sxsw', 'local']",[],False,"['get', 'join', 'actsofsharingcom', 'starting', 'tonight', 'person', 'friend', 'city', 'end', 'win', 'ipad']"
1374,Beautiful! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},0,['sxsw'],[],False,['beautiful']
1375,Bout time! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},1,"['ubersocial', 'iphone', 'sxsw']",[],False,"['bout', 'time']"
1376,Good info! RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},1,['sxsw'],[],False,"['good', 'info']"
1377,I KNEW IT! RT @mention Apple set to open popup shop in core of SXSW action {link} via @mention #SXSW,0,['sxsw'],[],False,['knew']
1378,iron mike! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,0,['sxsw'],[],True,"['iron', 'mike']"
1379,Of course! RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white,0,['sxsw'],[],False,['course']
1380,Oh My God! RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch {link},1,['sxsw'],[],False,"['oh', 'god']"
1381,So true!!! RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,-1,"['psych', 'sxsw']",[],True,['true']
1382,Thank you! RT @mention #sxsw #touchingstories great presentation on future of digital magazines {link} (@mention,0,"['sxsw', 'touching', 'stories']",[],False,['thank']
1383,Very cool! RT @mention Download the free #SXSW: Featured Artists sampler today! {link},0,['sxsw'],[],False,['cool']
1384,Very cool! RT @mention RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch {link},1,['sxsw'],[],False,['cool']
1385,free jams! why not? {link} #sxsw @mention @mention,0,['sxsw'],[],False,"['free', 'jam', 'link']"
1386,OH SNAP!!!!  At an 80s party hosted by Google! #sxsw,1,['sxsw'],[],True,"['oh', 'snap', 'party', 'hosted', 'google']"
1387,"brilliant!! marketing!  &quot;Apple will be opening a temporary store in downtown Austin&quot; next to #sxsw

and the world buy it.",1,['sxsw'],[],True,"['brilliant', 'marketing', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'next', 'world', 'buy']"
1388,Brilliant!! RT @mention I've been having meetings while I'm in line at the #SXSW PopUp Apple Store for the iPad2. I love this place!,1,['sxsw'],[],True,['brilliant']
1389,Congrats!!! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,['sxsw'],[],True,['congrats']
1390,Love this!!!! RT @mention  RT @mention Not a rumor: Apple to open temporary store in dt ATX for #SXSW &amp; iPad 2 launch,1,['sxsw'],[],True,['love']
1391,     _ ہ ⏋ ܋ _  ㋁    _  ⻋ _  _ Ġ ⣋ _  Ǐ ΋    ً ㋁    ⏋    ㋁ԋ     RT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},0,"['sxsw', 'apple']",[],False,[]
1392,Got Green? Check out @mention LIVE in Austin during #SXSW ..check out his show schedule here -&gt; {link},0,['sxsw'],[],True,"['got', 'green', 'check', 'live', 'austin', 'check', 'show', 'schedule', 'link']"
1393,What time? I'm in. RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,0,['sxsw'],[],True,"['time', 'im']"
1394,At #sxsw ? Join us and @mention for a drink (or 2) at Fado on 4th at 7pm. {link},0,['sxsw'],[],False,"['join', 'u', 'drink', 'fado', 'th', 'pm', 'link']"
1395,At #SXSW?? MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS! Tweet them to check it out!,0,['sxsw'],[],True,"['mindtouchers', 'giving', 'ipad', 'demo', 'mindtouch', 'tc', 'tweet', 'check']"
1396,Apaan nih? RT @mention @mention RT New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW,0,"['ubersocial', 'iphone', 'sxsw']",[],False,"['apaan', 'nih']"
1397,    ?????????   _ {link}   _ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,0,"['edchat', 'musedchat', 'sxs', 'w', 'sxswi', 'classical', 'new', 'twitter']",[],True,['link']
1398,    ?????????   _ {link}   _ #edchat #musedchat #sxsw #sxswi #classical #newTwitter  RT @mention,0,"['edchat', 'musedchat', 'sxs', 'w', 'sxswi', 'classical', 'new', 'twitter']",[],True,['link']
1399,Confirmed.  Apple pop-up store on @mention 6th/Congress in Austin.  Line not too bad right now...#sxsw {link},0,['sxsw'],[],True,"['confirmed', 'apple', 'popup', 'store', 'th', 'congress', 'austin', 'line', 'bad', 'right', 'link']"
1400,"Well yeah.  Music &gt; iPhone nerds RT @mention my god, cute girls everywhere...I love when interactive ends and music begins #sxsw",1,['sxsw'],[],True,"['well', 'yeah', 'music', 'iphone', 'nerd']"
1401,SHITE APP. :( RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponso  _ (cont) {link},-1,"['ubersocial', 'iphone', 'sxsw']",[],False,"['shite', 'app']"
1402,"Brilliant. #Apple is setting up a pop-up store in downtown Austin (to sell tons of iPad2s to #sxsw attendees, of course!) {link}",1,"['apple', 'sxsw']",[],False,"['brilliant', 'setting', 'popup', 'store', 'downtown', 'austin', 'sell', 'ton', 'ipad', 'attendee', 'course', 'link']"
1403,"It begins. Happy Friday everyone!!! #SXSW starting, Spring Break, iPad 2 releasing today, Pre-order @mention music {link}",0,['sxsw'],[],True,"['begin', 'happy', 'friday', 'everyone', 'starting', 'spring', 'break', 'ipad', 'releasing', 'today', 'preorder', 'music', 'link']"
1404,brilliant. RT @mention Apple set to open popup shop in core of SXSW action  - they're going to sell iPad2 at #SXSW! {link},1,['sxsw'],[],False,['brilliant']
1405,Hilarious. RT @mention Look for me at sxsw. I'm the bearded guy in plaid on an iPhone.  #sxsw,0,['sxsw'],[],False,['hilarious']
1406,"Hmmmm..... RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",0,['sxsw'],[],True,['hmmmm']
1407,"Very true. RT @mention @mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",0,['sxsw'],[],False,['true']
1408,Well done. See you tonight RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},1,"['holler', 'gram', 'sxsw']",[],False,"['well', 'done', 'see', 'tonight']"
1409,Finally... Yeaayyy RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable,1,"['ubersocial', 'iphone', 'sxsw', 'mashable']",[],True,"['finally', 'yeaayyy']"
1410,Akhirnya...    @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by  {link},0,"['ubersocial', 'iphone', 'sxsw']",[],True,"['akhirnya', 'new', 'app', 'store', 'includes', 'uberguide', 'sponsored', 'link']"
1411,no no no... my bad its lady XD {link} #sxsw iPad Rebecca Black Jurassic Park,0,['sxsw'],[],True,"['bad', 'lady', 'xd', 'link', 'ipad', 'rebecca', 'black', 'jurassic', 'park']"
1412,"Craziness... #iPad2 #SXSW @mention Apple Store, SXSW {link}",0,"['ipad2', 'sxsw']",[],True,"['craziness', 'apple', 'store', 'sxsw', 'link']"
1413,It begins... on a story about a cool SXSW app and also Apple is launching the iPad 2 from a temp store. Stay tuned... I love you! #sxsw,1,['sxsw'],[],True,"['begin', 'story', 'cool', 'sxsw', 'app', 'also', 'apple', 'launching', 'ipad', 'temp', 'store', 'stay', 'tuned', 'love']"
1414,Very wise... RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2,1,"['sxsw', 'ipad2']",[],True,['wise']
1415,[Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia,1,"['sxsw', 'social', 'media']",[],True,"['fyi', 'breaking', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'today', 'link', 'via']"
1416,Brilliant...i hope they have plenty of iPads...RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw,1,['sxsw'],[],True,"['brilliant', 'hope', 'plenty', 'ipads']"
1417,"If I had .10 for each iPhone picture of the registration queue taken in the past 10 mins, I could hire someone to wait in my place. #sxsw",0,['sxsw'],[],False,"['iphone', 'picture', 'registration', 'queue', 'taken', 'past', 'min', 'could', 'hire', 'someone', 'wait', 'place']"
1418,((Ragtube.com)) My Way {link} #japan #sxsw #earthquake REDCROSS Chuck Greenberg Tokyo Hurricane Katrina Crescent City iPad,0,"['japan', 'sxsw', 'earthquake']",[],False,"['ragtubecom', 'way', 'link', 'redcross', 'chuck', 'greenberg', 'tokyo', 'hurricane', 'katrina', 'crescent', 'city', 'ipad']"
1419,*NEW* WWW.DIVASANDDORKS.COM: Apple iPad 2 Invades #SXSW {link},0,['sxsw'],[],False,"['new', 'wwwdivasanddorkscom', 'apple', 'ipad', 'invades', 'link']"
1420,*NEW* WWW.DIVASANDDORKS.COM: Best Of Both Worlds: Apple Pop Up Store Invades SXSW {link} #sxsw,1,['sxsw'],[],False,"['new', 'wwwdivasanddorkscom', 'best', 'world', 'apple', 'pop', 'store', 'invades', 'sxsw', 'link']"
1421,Hurrah!...the #sxswi festivities have begun. Met some Mozilla and Google folks tonight at @mention event. #sxsw,0,"['sxswi', 'sxsw']",[],True,"['hurrah', 'festivity', 'begun', 'met', 'mozilla', 'google', 'folk', 'tonight', 'event']"
1422,@mention 'GoodGuide' iphone app scans barcode to rank environmental responsibility of the company-nice pressure!#smmnextgen #sxsw,1,"['smmnextgen', 'sxsw']",[],False,"['goodguide', 'iphone', 'app', 'scan', 'barcode', 'rank', 'environmental', 'responsibility', 'companynice', 'pressure']"
1423,i think i'm getting ready to order an iPad 2 with the $$ i would have had to spend to attend #SXSW,1,['sxsw'],[],False,"['think', 'im', 'getting', 'ready', 'order', 'ipad', 'would', 'spend', 'attend']"
1424,I think I'm going to get a second iPhone just to view Push Notifications. #sxsw,0,['sxsw'],[],False,"['think', 'im', 'going', 'get', 'second', 'iphone', 'view', 'push', 'notification']"
1425,In fact I'm going to assume a priori everyone sitting in this departure terminal playing with an Apple product is going to #SXSW,0,['sxsw'],[],False,"['fact', 'im', 'going', 'assume', 'priori', 'everyone', 'sitting', 'departure', 'terminal', 'playing', 'apple', 'product', 'going']"
1426,reasons i'm sad i'm not at #sxsw 1. @mention in the form of {link},0,['sxsw'],[],False,"['reason', 'im', 'sad', 'im', 'form', 'link']"
1427,I think I'm the only one @mention #SxSW with an iPhone 3,0,['sxsw'],[],False,"['think', 'im', 'one', 'iphone']"
1428,"Dude, you're at an Outkast concert and you're tweeting from an iPad. RT @mention Old school players to new school fools. #SXSW",0,['sxsw'],[],False,"['dude', 'youre', 'outkast', 'concert', 'youre', 'tweeting', 'ipad']"
1429,Signs you're on a plane to #sxsw ? Two iPhone users have Arcade Fire rings. #letsdothis,0,"['sxsw', 'lets']",[],False,"['sign', 'youre', 'plane', 'two', 'iphone', 'user', 'arcade', 'fire', 'ring']"
1430,&quot;You're probably using your iPad on the go.&quot; #disagree #SXSW #uxdes,0,"['disagree', 'sxsw', 'uxdes']",[],False,"['youre', 'probably', 'using', 'ipad', 'go']"
1431,Wow. They're really trying to tempt me to pick up an iPad 2 tomorrow. {link} #apple #sxsw #austintx,1,"['apple', 'sxsw', 'austin', 'tx']",[],False,"['wow', 'theyre', 'really', 'trying', 'tempt', 'pick', 'ipad', 'tomorrow', 'link']"
1432,I know it's #SXSW because my iPhone has started lying to me about its signal strength.,-1,['sxsw'],[],False,"['know', 'iphone', 'ha', 'started', 'lying', 'signal', 'strength']"
1433,like that's bad RT @mention Sitting at a bar listening to music w 3 ppl who r all nose down on iPhone. Waitress looks confused. #sxsw,0,['sxsw'],[],False,"['like', 'thats', 'bad']"
1434,"Ok, so it's come to building custom MAPS on Google Maps for each night of #SxSW to organize party itineraries. #Productive.",0,"['sxsw', 'productive']",[],False,"['ok', 'come', 'building', 'custom', 'map', 'google', 'map', 'night', 'organize', 'party', 'itinerary', ' ']"
1435,Wow. That's dedication RT @mention Well.. I'm first in line. 10.5 hours to go.  #iPad #Apple #SXSW #sleepy,1,"['ipad', 'apple', 'sxsw', 'sleepy']",[],True,"['wow', 'thats', 'dedication']"
1436,The world's largest iPad. #sxsw {link},1,['sxsw'],[],False,"['worlds', 'largest', 'ipad', 'link']"
1437,Any iPAD2's left at the Apple store at #SXSW? Anyone know? :),0,['sxsw'],[':)'],False,"['ipad', 'left', 'apple', 'store', 'anyone', 'know']"
1438,"Flipboard's next platform will be the iPhone, CEO @mention says #sxsw",0,['sxsw'],[],False,"['flipboards', 'next', 'platform', 'iphone', 'ceo', 'say']"
1439,@mention 's nexus s on t-mobile is 10x more useful than my iphone4 on AT&amp;T at #sxsw. Is it because too many ppl have iPhone?,-1,['sxsw'],[],False,"['nexus', 'tmobile', 'x', 'useful', 'iphone', 'many', 'ppl', 'iphone']"
1440,omarg: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},0,['sxsw'],[],False,"['omarg', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch', 'link']"
1441,omarg: It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch... {link},0,['sxsw'],[],True,"['omarg', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch', 'link']"
1442,Google 80's party at Maggie Maes #Sxsw... Got some free glow in the dark shades,1,['sxsw'],[],True,"['google', 'party', 'maggie', 'maes', 'got', 'free', 'glow', 'dark', 'shade']"
1443,Google 80's Party! #SXSW (@mention Maggie Mae's w/ 64 others) {link},0,['sxsw'],[],False,"['google', 'party', 'maggie', 'maes', 'w', 'others', 'link']"
1444,"At Google's scale, tiny changes (even in colors of blue) can be meaningful. There's an optimum shade of blue for links. #sxsw @mention",1,['sxsw'],[],False,"['googles', 'scale', 'tiny', 'change', 'even', 'color', 'blue', 'meaningful', 'theres', 'optimum', 'shade', 'blue', 'link']"
1445,&quot;She's the iPad DJ working the Etsy party.&quot; #realtalk #sxsw,0,"['real', 'talk', 'sxsw']",[],False,"['quothes', 'ipad', 'dj', 'working', 'etsy', 'party']"
1446,Google 80's throw down. May be the last stop of the night #SXSW,0,['sxsw'],[],False,"['google', 'throw', 'may', 'last', 'stop', 'night']"
1447,"Hey, that's us!! &gt;&gt; The Go Game launches do-it-yourself iPhone scavenger hunts {link} (via @mention see you at #SXSW",1,['sxsw'],[],True,"['hey', 'thats', 'u', 'go', 'game', 'launch', 'doityourself', 'iphone', 'scavenger', 'hunt', 'link', 'via', 'see']"
1448,Hmm...can't get Twitter searches to update in Hootsuite or Tweetdeck on iPad. #SXSW,-1,['sxsw'],[],True,"['hmm', 'cant', 'get', 'twitter', 'search', 'update', 'hootsuite', 'tweetdeck', 'ipad']"
1449,"i think i've seen maybe 2 non-apple notebooks my entire time here... mostly macbook pros, some macbooks, and many, many ipad2's #sxsw",0,['sxsw'],[],True,"['think', 'ive', 'seen', 'maybe', 'nonapple', 'notebook', 'entire', 'time', 'mostly', 'macbook', 'pro', 'macbooks', 'many', 'many', 'ipad']"
1450,Filmaster  s iPhone app is Foursquare for cinemagoers {link} #API #GetGlue #iPhone #SXSW,0,"['api', 'getglue', 'iphone', 'sxsw']",[],False,"['filmaster', 'iphone', 'app', 'foursquare', 'cinemagoers', 'link']"
1451,@mention    @mention Does the pop up Apple store in Austin still have iPad2 in stock? #lazyweb #SXSW  ,0,"['lazyweb', 'sxsw']",[],False,"['doe', 'pop', 'apple', 'store', 'austin', 'still', 'ipad', 'stock']"
1452,@mention    @mention Google is NOT launching any products at #SXSW {link},0,['sxsw'],[],False,"['google', 'launching', 'product', 'link']"
1453,@mention    @mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw&quot;,1,"['lp', 'travel', 'sxsw']",[],False,"['last', 'day', 'get', 'austin', 'iphone', 'app', 'free', 'link']"
1454,@mention    @mention not a rumor: Apple opening up temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},0,['sxsw'],[],False,"['rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch', 'link']"
1455,@mention    RT UberSoc: New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},0,"['ubersocial', 'iphone', 'sxsw']",[],False,[]
1456,@mention (CEO Gowalla) tells his journey of Blinksale to iconbuffet to Packrat. Then the #iPhone was born and the lightbulb turned on...#sxsw,1,"['iphone', 'sxsw']",[],True,"['ceo', 'gowalla', 'tell', 'journey', 'blinksale', 'iconbuffet', 'packrat', 'wa', 'born', 'lightbulb', 'turned']"
1457,@mention (or anyone who knows @mention found your deaddd iPhone outside the Blogger Lounge...contact me so i can reunite you with it! :) #SXSW,0,['sxsw'],[':)'],True,"['anyone', 'know', 'found', 'deaddd', 'iphone', 'outside', 'blogger', 'lounge', 'contact', 'reunite']"
1458,@mention (via @mention #sxsw ipad store sold out of everything except 64gig wifi only white,1,['sxsw'],[],False,"['via', 'ipad', 'store', 'sold', 'everything', 'except', 'gig', 'wifi', 'white']"
1459,"(CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is pass̩. The mobile space has all the buzz {link} #wssxsw",1,"['sxsw', 'wssxsw']",[],False,"['cnnmoney', 'computing', 'device', 'bigger', 'ipad', 'pas', 'mobile', 'space', 'ha', 'buzz', 'link']"
1460,me too :-) RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},1,['sxsw'],[':-)'],False,[]
1461,"Get (down)loaded Hoot! - RT #HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",1,"['hootsuite', 'sxsw']",[],False,"['get', 'loaded', 'hoot']"
1462,I'm sure {link} is having a Double Rainbow kind of day right now. #google #sxsw,0,"['google', 'sxsw']",[],False,"['im', 'sure', 'link', 'double', 'rainbow', 'kind', 'day', 'right']"
1463,@mention {link} you get the #sxsw app yet? Android version has the schedule.,1,['sxsw'],[],False,"['link', 'get', 'app', 'yet', 'android', 'version', 'ha', 'schedule']"
1464,@mention @mention  @mention #sxsw just tried out the new ipad app and it's BEAUTIFUL!!! Ps thanks for the TVontheradio TIX!!! Yall rock!!!,1,['sxsw'],[],True,"['tried', 'new', 'ipad', 'app', 'beautiful', 'p', 'thanks', 'tvontheradio', 'tix', 'yall', 'rock']"
1465,@mention @mention  Google Circles will be their new social media site? Wow. #SXSW,1,['sxsw'],[],False,"['google', 'circle', 'new', 'social', 'medium', 'site', 'wow']"
1466,"@mention @mention  In our studies players tell us, &quot;Petting my iPhone makes me happy.&quot; #tapworthy #sxsw",1,"['tapworthy', 'sxsw']",[';P'],False,"['study', 'player', 'tell', 'u', 'quotetting', 'iphone', 'make', 'happy']"
1467,@mention @mention    @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},0,['sxsw'],[],False,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch', 'link']"
1468,@mention @mention {link} #SXSW Thanks for signing my ipad!,0,['sxsw'],[],False,"['link', 'thanks', 'signing', 'ipad']"
1469,NICE! RT @mention {link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,0,"['nokia', 'connect', 'sxsw']",[],False,['nice']
