,hashtags,text,emotion
229,['sxsw'],"['hitlantis', 'ipad', 'cool', 'song', 'explorer', 'app', 'hitlantiscom']",1.0
230,"['connected', 'brands', 'sxsw']","['friend', 'sxsw', 'willing', 'pick', 'ipad', 'pay', 'premium', 'dm']",1.0
231,['sxsw'],"['good', 'talk', 'akqas', 'ipad', 'interface', 'w', 'callback', 'design', 'principle', 'wish', 'go', 'beyond', 'medium', 'marketing', 'example']",1.0
232,"['social', 'fuel', 'sxsw']","['person', 'front', 'took', 'picture', 'new', 'ipad']",1.0
233,"['apple', 'sxsw']","['marketing', 'genius', 'apple', 'open', 'pop', 'store', 'outside']",1.0
234,"['google', 'sxsw']","['get', 'ready', 'word', 'circle', 'trending']",1.0
235,['sxsw'],"['get', 'food', 'forget', 'snap', 'photo', 'win', 'macbook', 'air', 'ipad', 'apple', 'tv']",1.0
236,['sxsw'],"['austin', 'getting', 'full', 'underway', 'tell', 'iphone', 'intermittent', 'brick']",-1.0
237,['sxsw'],"['google', 'giving', 'free', 'google', 'lab', 'laptop', 'open', 'source', 'coder', 'r', 'attending', 'meetup', 'got', 'cupcake']",1.0
238,['sxsw'],"['go', 'app', 'available', 'blackberry', 'window', 'addition', 'iphone', 'ipad', 'android']",1.0
239,"['enchantment', 'ipad', 'kindle', 'sxsw']","['want', 'go', 'apple', 'popup', 'store', 'im', 'afraid', 'ill', 'leave', 'new', 'ipad']",1.0
240,"['ubersocial', 'iphone', 'sxsw']","['omg', 'im', 'going', 'macbook', 'pro', 'ipad', 'iphone', 'ipod', 'galaxy', 'tab']",1.0
241,['sxsw'],"['golden', 'ticket', 'f', 'sq', 'party', 'day', 'real', 'party', 'felix', 'da', 'housecat', 'playing', 'ipad']",1.0
242,['sxsw'],"['gsd', 'google', 'party', 'blowing', 'mind', 'much', 'amazing', 'food', 'drink', 'music', 'photo', 'booth', 'fun']",1.0
243,['sxsw'],"['google', 'circle', 'first', 'real', 'alternative', 'facebook']",1.0
244,"['sxsw', 'strange', 'problems']","['google', 'let', 'block', 'site', 'cant', 'stand', 'blocking', 'look', 'like', 'need']",1.0
245,['sxsw'],"['length', 'google', 'penalty', 'based', 'severity', 'breach', 'webmaster', 'guideline', 'iewhite', 'text', 'white', 'bgr', 'might', 'get', 'day', 'pen']",-1.0
246,"['itunes', 'austin', 'bbq', 'sxsw', 'sxs', 'wi']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'itll', 'never', 'beat', 'myspace']",-1.0
247,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'bigger', 'gaga']",1.0
248,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'super', 'interesting']",1.0
249,"['ubersocial', 'iphone', 'sxsw']","['google', 'launch', 'new', 'social', 'network', 'called', 'circle', 'today', 'applause', 'new', 'privacy', 'model', 'attempt']",1.0
250,"['holler', 'gram', 'sxsw']","['google', 'connect', 'digital', 'physical', 'world', 'mobile']",1.0
251,"['sxsw', 'ipad2']","['future', 'google', 'contextual', 'discovery', 'location', 'context', 'help', 'u', 'go', 'deeper', 'ever', 'search', 'without', 'search']",1.0
252,"['smmnextgen', 'sxsw']","['check', 'googletv', 'ipad', 'apps', 'connected', 'tv', 'experience', 'sxsw']",1.0
253,['sxsw'],"['check', 'googletv', 'ipad', 'apps', 'connected', 'tv', 'experience', 'sxsw', 'fascinating']",1.0
254,"['apple', 'sxsw', 'austin', 'tx']","['cnnmoney', 'got', 'craving', 'mind', 'created', 'app', 'foodspotting']",1.0
255,['sxsw'],"['ipad', 'hand', 'awesome', 'dude', 'gave', 'cutsies', 'hour', 'line']",1.0
256,['sxsw'],"['heard', 'google', 'plan', 'launch', 'socnet', 'may', 'circle', 'learned', 'lot', 'year', 'lot', 'ha', 'changed', 'via']",1.0
257,['sxsw'],"['may', 'invite', 'cool', 'party', 'two', 'iphone', 'charger', 'pocket', 'happy', 'see']",1.0
258,['sxsw'],"['ive', 'meeting', 'im', 'line', 'popup', 'apple', 'store', 'ipad', 'love', 'place']",1.0
259,['sxsw'],"['hello', 'enjoy', 'ride', 'anywhere', 'austin', 'download', 'app', 'booth']",1.0
260,"['sxsw', 'twitter']","['oh', 'lordy', 'go', 'time', 'doe', 'store', 'open', 'pulling', 'trigger']",1.0
261,['sxsw'],"['loved', 'honesty', 'googles', 'marissa', 'mayer', 'keynote', 'many', 'product', 'need', 'step', 'customer', 'service', 'location']",1.0
262,"['sxsw', 'sxswi']","['hey', 'bout', 'donating', 'spending', 'new', 'japan', 'really', 'need', 'thing']",-1.0
263,['sxsw'],"['wondering', 'much', 'revenue', 'austin', 'store', 'grossed', 'account', 'ipad', 'amid', 'strategic', 'release']",1.0
264,['sxsw'],"['could', 'forget', 'cell', 'phone', 'today', 'fail', 'glad', 'ipad']",1.0
265,['sxsw'],"['g', 'iphone', 'hr', 'tweeting', 'wa', 'dead', 'need', 'upgrade', 'plugin', 'station']",-1.0
266,"['sxsw', 'il']","['feeling', 'worst', 'place', 'try', 'get', 'ipad', 'everyone', 'trying', 'get', 'one']",-1.0
267,['sxsw'],"['love', 'macbook', 'ipad', 'iphone', 'year', 'one', 'run', 'juice', 'jump', 'next']",1.0
268,"['ipad2', 'sxsw']","['holy', 'cow', 'got', 'hooked', 'paolo', 'alex', 'backup', 'charger', 'iphone']",1.0
269,"['ubersocial', 'iphone', 'sxsw', 'masha']","['holy', 'cow', 'got', 'hooked', 'paolo', 'alex', 'backup', 'charger', 'iphone']",1.0
270,['sxsw'],"['catch', 'mean', 'ipad']",1.0
271,"['ipad2', 'apple', 'sxsw', 'popup', 'store']","['knew', 'plied', 'beer', 'stogy', 'last', 'night', 'id', 'weasel', 'way', 'team', 'android', 'party', 'tonight']",1.0
272,['sxsw'],"['thought', 'would', 'use', 'ipad', 'lot', 'even', 'touched', 'hmmzies']",-1.0
273,"['apple', 'sxsw', 'ipad2']","['ill', 'austin', 'convention', 'center', 'today', 'w', 'fam', 'showing', 'new', 'iphone', 'game']",1.0
274,['sxsw'],"['im', 'beyond', 'frustrated', 'w', 'samsung', 'moment', 'runaround', 'leaving', 'att', 'iphone', 'enjoy']",1.0
275,"['sxsw', 'efficient']","['idea', 'startupbus', 'thing', 'addictive', 'also', 'added', 'android', 'app']",1.0
276,['sxsw'],"['hotspot', 'data', 'speed', 'could', 'keep', 'also', 'thanks', 'apple', 'releasing', 'io', 'time']",1.0
277,"['airline', 'sxsw']","['wondering', 'ppl', 'friday', 'queue', 'convention', 'centre', 'apple', 'store', 'xd', 'im', 'still', 'figuring', 'wot', 'ill']",1.0
278,['sxsw'],"['week', 'clip', 'join', 'review', 'free', 'go']",1.0
279,"['sxsw', 'android', 'getjar', 'sxsw']","['room', 'full', 'people', 'w', 'good', 'wifi', 'run', 'android', 'share', 'pic', 'apps', 'vids', 'w', 'others']",1.0
280,"['sxsw', 'google']","['room', 'full', 'people', 'w', 'good', 'wifi', 'run', 'android', 'share', 'pic', 'apps', 'vids', 'w', 'others']",1.0
281,"['sxsw', 'ipad', 'sleeves']","['hot', 'spot', 'austin', 'gowalla', 'right', 'convention', 'cnt', 'ignite', 'party', 'n', 'apple', 'store']",1.0
282,['sxsw'],"['austin', 'weekend', 'supporting', 'smarty', 'ear', 'launch', 'new', 'ipad', 'apps', 'speech', 'therapy']",1.0
283,['sxsw'],"['need', 'sweet', 'mac', 'goodness', 'apple', 'ha', 'set', 'temporary', 'store', 'downtown']",1.0
284,"['sxswnui', 'sxsw', 'ipad']","['zite', 'intelligent', 'ipad', 'magazine', 'deliciousness']",1.0
285,['sxsw'],"['google', 'interested', 'location', 'based', 'tech', 'indoor', 'venue', 'business', 'convention', 'center', 'etc', 'tech', 'need', 'improve', 'first']",-1.0
286,['sxsw'],"['tim', 'soos', 'invisible', 'instrument', 'jaw', 'dropping', 'iphone', 'wii', 'controller']",1.0
287,['sxsw'],"['rockin', 'ipad', 'downtown', 'apple', 'store']",1.0
288,"['sxsw', 'sxsw']","['awesome', 'ipad', 'jailbreak', 'grateful', 'dead']",1.0
289,"['tech', 'sxsw']","['new', 'post', 'ipad', 'launch', 'huge', 'line', 'apple', 'popup', 'shop', 'austin']",1.0
290,['sxsw'],"['ipad', 'sold', 'went', 'new', 'buyer', 'report']",1.0
291,"['sxsw', 'iphone']","['remaining', 'ipad', 'stock', 'apple', 'store', 'come', 'get', 'one']",1.0
292,"['sxsw', 'emc']","['ipad', 'accessory', 'bag', 'thanks']",1.0
293,"['sxsw', 'austin', 'lp']","['ipad', 'app', 'pure', 'gold']",1.0
294,['sxsw'],"['first', 'ipad', 'even', 'exist', 'last', 'year', 'already', 'feel', 'like', 'im', 'pulling', 'antique', 'everytime', 'use', 'ipad']",-1.0
295,['sxsw'],"['turn', 'ipad', 'physical', 'messaging', 'platform', 'holler', 'gram', 'cheeky', 'app', 'built']",1.0
296,['sxsw'],"['shoot', 'ipad', 'display', 'search', 'result', 'go', 'question', 'later']",-1.0
297,"['sxsw', 'even', 'started', 'yet']","['pic', 'ipadwinning', 'performance']",1.0
298,['sxsw'],"['fear', 'iphone', 'gs', 'slowpoke', 'network']",1.0
299,['sxsw'],"['iphone', 'app', 'mocking', 'like', 'money', 'come']",-1.0
300,"['sxsw', 'apple', 'tablet', 'marketing', 'advertising', 'ipod']","['iphone', 'app', 'one', 'worst', 'ive', 'use', 'long', 'time']",-1.0
301,"['sxsw', 'mac', 'ipad']","['cool', 'iphone', 'app', 'launched', 'flypost', 'community', 'bulletin', 'board', 'w', 'location', 'learn']",1.0
302,"['sxsw', 'video', 'channel', 'gadgets', 'news', 'uncategorized']","['pedicab', 'iphone', 'charger', 'would', 'epic', 'win']",1.0
303,"['sxsw', 'video']","['check', 'iphone', 'developer', 'meet', 'sxsw']",1.0
304,['sxsw'],"['iphone', 'transient', 'device', 'used', 'short', 'burst', 'ipad', 'p', 'couch', 'device']",1.0
305,['sxsw'],"['disliking', 'iphone', 'twitter', 'auto', 'shortening', 'link']",-1.0
306,"['apple', 'ipad', 'sxsw']","['iphone', 'clearly', 'positively', 'happily']",1.0
307,"['4sq3', 'sxsw', 'keep', 'austin', 'weird']","['flipboard', 'developing', 'iphone', 'version', 'android', 'say']",1.0
308,"['android', 'sxsw', 'party', 'free']","['iphone', 'overheating', 'many', 'british', 'sounding', 'people', 'texas']",-1.0
309,"['sxsw', 'disco', 'talk']","['part', 'presentation', 'good', 'thing', 'crashing', 'instead', 'work', 'best', 'iphone', 'android']",1.0
310,"['circles', 'sxsw']","['sister', 'throwing', 'google', 'sxsw', 'party', 'tonigh', 'come', 'band', 'food', 'art', 'ice', 'cream', 'nifty', 'interactive']",1.0
311,['sxsw'],"['iphone', 'wilting', 'stress']",-1.0
312,"['power', 'matteam', 'sxsw']","['believe', 'almost', 'always', 'use', 'google', 'map', 'iphone', 'google', 'map', 'use', 'mobile', 'say']",1.0
313,"['live', 'gsdm', 'sxsw']","['course', 'doe', 'get', 'apple', 'store']",1.0
314,['sxsw'],"['gotta', 'get', 'hey', 'taariq', 'howdy', 'texas', 'fav', 'app', 'androidor', 'get', 'iphone']",1.0
315,['sxsw'],"['bigger', 'iphone', 'smaller', 'pc', 'good', 'big', 'event', 'like', 'meeti']",1.0
316,['sxsw'],"['bigger', 'iphone', 'smaller', 'pc', 'good', 'big', 'event', 'like', 'meeting', 'day']",1.0
317,"['apple', 'sxsw']","['im', 'bit', 'jealous', 'seeing', 'attendee', 'ipad', 'seems', 'obsolete']",1.0
318,"['hable', 'sxsw']","['im', 'learning', 'thing', 'screen', 'year', 'olds', 'explanation', 'instantly', 'knew', 'use', 'ipad']",1.0
319,['sxsw'],"['location', 'pixieengine', 'google', 'say', 'future', 'location', 'location', 'location']",-1.0
320,"['sxsw', 'netflix', 'iphone']","['ipad', 'keep', 'awake', 'thank', 'god', 'bought']",1.0
321,"['sxsw', 'sxswnui']","['iphone', 'know', 'week', 'tough', 'alreadydwindling', 'battery', 'help', 'jeebus', 'keep', 'correcting', 'curse', 'word']",-1.0
322,['sxsw'],"['google', 'launch', 'social', 'network', 'circle', 'whos', 'excited']",1.0
323,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'via']",1.0
324,"['sxsw', 'geek', 'dilemma']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'updated', 'launched', 'soon', 'care']",-1.0
325,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'brazils', 'orkut', 'user', 'waiting']",1.0
326,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'updated']",1.0
327,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",1.0
328,"['rise', 'sxsw']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'surely', 'threat', 'fb']",1.0
329,"['calyp', 'calyp', 'sxsw']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",1.0
330,"['view', '512', 'sxsw']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'via']",1.0
331,"['sxsw', 'buffalo', 'sxsw']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'good']",1.0
332,"['sxsw', 'zazzlesxsw']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'via']",1.0
333,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'via']",1.0
334,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'via']",1.0
335,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",1.0
336,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle']",1.0
337,"['sxsw', 'qagb']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle']",1.0
338,"['tech', 'sxsw']","['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'v']",1.0
339,"['apple', 'sxsw', 'whammies']","['google', 'launch', 'new', 'social', 'network', 'sxsw', 'cnet', 'news']",1.0
340,"['sxsw', 'better', 'things']","['google', 'launch', 'new', 'social', 'network', 'circle', 'linking', 'u', 'closely', 'peep', 'u', 'connect', 'w', 'possibly', 'today']",1.0
341,['sxsw'],"['google', 'launch', 'product', 'wait', 'launch', 'product', 'exists', 'wait', 'product', 'doe', 'exist']",-1.0
342,"['poster', 'ous', 'sxsw', 'soc', 'media']","['god', 'like', 'imac', 'macbook', 'iphone', 'blackberry', 'staring', 'enough', 'time', 'read', 'book', 'remember']",-1.0
343,['sxsw'],"['ha', 'seems', 'like', 'news', 'sxswi', 'wa', 'apples', 'temporary', 'ipad', 'store']",-1.0
344,['sxsw'],"['theres', 'line', 'apple', 'store', 'ipad', 'day']",1.0
345,"['holler', 'gram', 'sxsw']","['saw', 'giant', 'line', 'thought', 'wa', 'movie', 'premiere', 'wa', 'apple', 'store', 'ipad', 'heard', 'scream', 'premiere']",1.0
346,['sxsw'],"['since', 'im', 'listening', 'googles', 'marissa', 'mayer', 'engaging', 'twitter', 'im', 'wondering', 'heck', 'happened', 'google', 'buzz']",1.0
347,['sxsw'],"['ive', 'looking', 'forward', 'google', 'bing', 'q', 'website', 'ranking', 'week']",1.0
348,['sxsw'],"['lot', 'google', 'effort', 'helping', 'japan', 'many', 'global', 'issue', 'wtf', 'w', 'people']",1.0
349,"['sxsw', 'android', 'videogame', 'smartphone']","['gotta', 'love', 'unabashed', 'apple', 'even', 'begin', 'apple', 'win']",1.0
350,"['sxsw', 'ipad2']","['geeky', 'love', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch']",1.0
351,"['sxsw', 'new', 'apple', 'store', 'austin']","['love', 'apple', 'come', 'w', 'cool', 'technology', 'ones', 'ever', 'heard', 'go', 'conference']",1.0
352,['sxsw'],"['love', 'apple', 'come', 'cool', 'technology', 'ones', 'ever', 'heard', 'go', 'conference']",1.0
353,['sxsw'],"['trying', 'make', 'detailed', 'colour', 'coded', 'google', 'calendar', 'proving', 'really', 'tough', 'also', 'get', 'organized']",1.0
354,['sxsw'],"['many', 'people', 'ipads', 'whole', 'room', 'raise', 'hand', 'ipad', 'half', 'room', 'raise', 'hand']",1.0
355,['sxsw'],"['love', 'marketing', 'genius', 'inside', 'apples', 'temporary', 'store', 'austin']",1.0
356,['sxsw'],"['great', 'vid', 'marty', 'live', 'unboxing', 'front', 'apple', 'store', 'video']",1.0
357,['sxsw'],"['think', 'may', 'go', 'ipad', 'laptop', 'today', 'veteran', 'reason']",1.0
358,"['sxsw', 'apple', 'ipad2']","['made', 'ambassador', 'upload', 'music', 'show', 'reward', 'soundcloud', 'android', 'app', 'fresh']",1.0
359,['sxsw'],"['alert', 'medium', 'saw', 'one', 'android', 'tablet', 'like', 'finding', 'needle', 'haystack', 'also', 'saw', 'cr']",1.0
360,"['sxsw', 'music', 'photos', 'videos']","['great', 'mental', 'image', 'people', 'session', 'taking', 'photo', 'w', 'ipad', 'air']",1.0
361,"['sxsw', 'qagb', 'sxswi']","['purchased', 'mexican', 'mavis', 'boy', 'bear', 'sold', 'first', 'listen', 'thanks']",1.0
362,['sxsw'],"['think', 'might', 'go', 'weekend', 'without', 'seeing', 'ipad', 'case', 'twice']",1.0
363,['sxsw'],"['sure', 'mine', 'doe', 'via', 'ipad', 'know', 'relies', 'evernote']",1.0
364,['sxsw'],"['bummed', 'miss', 'year', 'were', 'quarantined', 'kiddie', 'cold', 'garageband', 'ipad', 'comfort']",1.0
365,['sxsw'],"['miss', 'knew', 'spotted', 'nfc', 'enabled', 'google', 'place', 'marker', 'bird', 'wonder', 'billboard', 'near']",1.0
366,['sxsw'],"['loving', 'morphie', 'juicepack', 'today', 'recharge', 'iphone', 'worth']",1.0
367,['sxsw'],"['brilliant', 'move', 'apple', 'even', 'begin', 'apple', 'win']",1.0
368,"['google', 'sxsw']","['could', 'murphy', 'usa', 'better', 'serve', 'inside', 'google', 'map', 'phone', 'google', 'announcing', 'great', 'feature', 'v']",1.0
369,['sxsw'],"['cant', 'intimate', 'together']",1.0
370,"['sxsw', 'fh']","['compiling', 'list', 'one', 'google', 'doc', 'taking', 'lot', 'longer', 'thought', 'many', 'party', 'many', 'good', 'musician']",-1.0
371,"['google', 'sxsw', 'mobile', 'hotpot']","['day', 'charger', 'kicked', 'bucket', 'heck', 'apple', 'store', 'thats', 'within', 'walking', 'distance']",-1.0
372,"['sxsw', 'check', 'ins']","['iphone', 'ipad', 'feel', 'unequipped', 'compared', 'everyone', 'else', 'dang']",-1.0
373,"['sxsw', 'steamy', 'hot', 'nerds']","['hm', 'need', 'another', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",-1.0
374,['sxsw'],"['new', 'app', 'store', 'includes', 'uberguide', 'sponsored']",1.0
375,['sxsw'],"['couple', 'new', 'blog', 'random', 'tip', 'awesome', 'iphone', 'app', 'dev', 'politics', 'behind', 'html']",1.0
376,['sxsw'],"['dude', 'next', 'holding', 'using', 'ipad', 'like', 'trophy']",1.0
377,['sxsw'],"['hard', 'feeling', 'towards', 'google', 'say', 'would', 'make', 'great', 'partner']",1.0
378,"['sxsw', 'gsdm']","['rumor', 'apple', 'popup', 'store', 'downtown', 'austin', 'ipad', 'launch', 'smart', 'move', 'of', 'many']",1.0
379,['sxsw'],"['google', 'launching', 'anything', 'partying']",-1.0
380,"['tapworthy', 'sxsw']","['buy', 'buy', 'even', 'begin', 'apple', 'win']",1.0
381,"['sxsw', 'macallan']","['farooqui', 'mobile', 'io', 'android', 'catching', 'fast', 'grow', 'allow', 'inapp', 'purchasing']",1.0
382,"['ipad', 'sxsw']","['fear', 'extended', 'wed', 'last', 'day', 'apple', 'popup', 'sunday']",1.0
383,['sxsw'],"['nothing', 'teeming', 'sea', 'iphone', 'addict', 'busy', 'twittering', 'ever', 'engage', 'one', 'anoth', 'cont']",-1.0
384,['sxsw'],"['fan', 'new', 'trend', 'audience', 'sharing', 'opinion', 'via', 'holding', 'ipad', 'listen']",-1.0
385,"['android', 'sxsw', 'app']","['power', 'apple', 'people', 'spent', 'hundred', 'dollar', 'attend', 'spending', 'day', 'waiting', 'line', 'ipad']",1.0
386,['sxsw'],"['continuum', 'attitude', 'crowdsourcing', 'gap', 'hear', 'apple', 'ill', 'tell']",1.0
387,"['sxsw', 'playsxsw']","['third', 'era', 'google', 'logo', 'interactive', 'play', 'space', 'get', 'ready']",1.0
388,['sxsw'],"['highlight', 'day', 'wa', 'undoubtedly', 'meeting', 'google', 'second', 'softball', 'fancrazed', 'preso']",1.0
389,"['film', 'aster', 'iphone', 'sxsw']","['wow', 'lot', 'audience', 'seen', 'd', 'vector', 'panning', 'google', 'map', 'mobile', 'gasp', 'appreciation']",1.0
390,['sxsw'],"['tomlinson', 'tx', 'observer', 'say', 'apple', 'subscription', 'data', 'holding', 'biggest', 'impediment', 'success']",-1.0
391,['sxsw'],"['official', 'app', 'sxsw', 'go', 'thanks', 'installed']",1.0
392,"['sxsw', 'vb']","['omg', 'jk', 'kiss', 'ipad', 'slap', 'xoom']",1.0
393,['sxsw'],"['also', 'android', 'foodspottings', 'hit', 'iphone', 'app', 'find', 'food', 'crave']",1.0
394,['sxsw'],"['usa', 'today', 'ipad', 'make', 'good', 'use', 'digital', 'shortcut', 'still', 'looking', 'like', 'newspaper']",1.0
395,['sxsw'],"['iphone', 'one', 'hand', 'caramel', 'macchiato', 'ouchhisshot', 'apparently', 'two', 'pump', 'lava', 'begin']",1.0
396,['sxsw'],"['haz', 'one', 'showed', 'charge', 'anywhere', 'bar', 'charge', 'iphone', 'whole', 'table', 'wanted', 'buy', 'one']",1.0
397,['sxsw'],"['open', 'popup', 'store', 'across', 'street', 'two', 'week', 'umm', 'genius', 'obvious', 'cough', 'cough']",1.0
398,['sxsw'],"['apple', 'ha', 'opened', 'makeshift', 'store', 'ipad', 'available', 'pm', 'today']",1.0
399,"['bjd', 'productions', 'apple', 'sxsw', 'tech']","['hey', 'new', 'ipad', 'app', 'dexteria', 'available', 'like', 'u', 'facebook']",1.0
400,['sxsw'],"['ipad', 'plenty', 'people', 'store', 'line', 'scarfing', 'apple', 'store', 'sxsw', 'w', 'others']",1.0
401,"['itunes', 'ipad2', '1990style', 'sxsw']","['nice', 'line', 'outside', 'store', 'guess', 'people', 'want', 'ipad']",1.0
402,['sxsw'],"['packing', 'point', 'showing', 'iphone', 'fragmentation']",-1.0
403,['sxsw'],"['google', 'party', 'best', 'ever', 'get', 'butt']",1.0
404,['sxsw'],"['hey', 'peep', 'new', 'iphone', 'app', 'launched', 'u', 'check', 'let', 'u', 'know', 'think']",1.0
405,['sxsw'],"['google', 'planning', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'preview', 'far', 'super', 'positive']",1.0
406,"['apple', 'sxsw', 'ipad', 'austin', 'fuck', 'yeah']","['need', 'play', 'game']",1.0
407,['sxsw'],"['left', 'pocket', 'guide', 'hotel', 'know', 'im', 'going', 'cope', 'doe', 'say', 'usability', 'ipad', 'iphone', 'app']",-1.0
408,['sxsw'],"['temporary', 'pop', 'shop', 'nice', 'flipboard', 'upgrade']",1.0
409,"['apple', 'sxsw']","['apple', 'pop', 'store', 'joke']",1.0
410,"['sxswi', 'sxsw']","['apple', 'popup', 'store', 'attractive', 'impressive', 'many', 'permanent', 'retail', 'store']",1.0
411,"['sxsw', 'ui']","['apple', 'popup', 'store', 'line', 'finally', 'dwindled', 'time', 'check', 'ipad']",1.0
412,['sxsw'],"['apple', 'popup', 'store', 'wa', 'hook', 'last', 'night', 'singing', 'dancing', 'high', 'five', 'new', 'ipad', 'purchase']",1.0
413,['sxsw'],"['brilliant', 'pr', 'stunt', 'business', 'idea', 'customer', 'service', 'response', 'one', 'apple', 'set', 'popup', 'store', 'draw', 'crowd', 'medium', 'revenue']",1.0
414,"['apple', 'sxsw']","['excellent', 'presentation', 'untapped', 'ipad', 'market', 'site', 'pour']",1.0
415,"['android', 'gps', 'iphone', 'sxsw']","['ipad', 'pretty', 'sick', 'almost', 'make', 'think', 'need', 'one']",1.0
416,"['samsung', 'sxsw', 'sxswi']","['problem', 'google', 'living', 'story', 'wa', 'process', 'creating', 'content', 'change', 'wa', 'interface']",-1.0
417,['sxsw'],"['brilliant', 'read', 'attention', 'marketer', 'medium', 'professional', 'ipad', 'save']",-1.0
418,['sxsw'],"['google', 'reproducing', 'digitally', 'way', 'organically', 'consume', 'information', 'goggles', 'best', 'example']",1.0
419,"['empowered', 'sxsw']","['retiring', 'wine', 'library', 'tv', 'moving', 'onto', 'daily', 'grape', 'get', 'app', 'yr', 'iphone']",1.0
420,['sxsw'],"['reveals', 'average', 'time', 'user', 'spent', 'nyts', 'oscar', 'ipad', 'app', 'wa', 'mins', 'blew', 'mind']",1.0
421,['sxsw'],"['right', 'app', 'sweeeeet', 'nice', 'job', 'team']",1.0
422,"['sxsw', 'eventseekr']","['congrats', 'good', 'news', 'austin', 'eats', 'bbq', 'iphone', 'available']",1.0
423,"['sxsw', 'better', 'search']","['congrats', 'awesome', 'ipad', 'lounge', 'experience', 'complete']",1.0
424,['sxsw'],"['congrats', 'yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks']",1.0
425,"['ipad2', 'austin', 'sxsw', 'apple']","['like', 'google', 'tweet', 'new', 'think', 'speak', 'mark', 'belinsky', 'panel']",1.0
426,"['dgtl', 'tribe', 'sxsw', 'openbeta6']","['l', 'e', 'law', 'average', 'better', 'buzz', 'google', 'circle']",-1.0
427,['sxsw'],"['love', 'naomi', 'campbell', 'popup', 'store', 'rage']",1.0
428,['sxsw'],"['new', 'rule', 'ooing', 'ahing', 'new', 'ipad', 'get', 'big', 'deal', 'everybody', 'ha', 'one']",-1.0
429,['sxsw'],"['hot', 'rumor', 'googles', 'new', 'social', 'network', 'google', 'circle', 'photo', 'video', 'status', 'sharing']",1.0
430,"['ipad2', 'sxsw']","['google', 'saving', 'user', 'year', 'time', 'gps', 'navigation', 'using', 'alternate', 'route', 'w', 'traffic']",1.0
431,['sxsw'],"['wow', 'saw', 'someone', 'using', 'computing', 'device', 'mac', 'ipad', 'rare', 'sighting', 'indeed']",1.0
432,"['ipad2', 'sxsw']","['iphone', 'say', 'cant', 'connect', 'internet', 'even', 'though', 'wifi', 'work', 'great', 'computer', 'suggestion']",-1.0
433,['sxsw'],"['grabbed', 'seat', 'ballroom', 'hear', 'google']",1.0
434,['sxsw'],"['ok', 'seen', 'two', 'impressive', 'line', 'since', 'im', 'one', 'apple', 'store', 'yesterday', 'party', 'cc']",1.0
435,['sxsw'],"['setting', 'popup', 'store', 'downtown', 'austin', 'sell', 'bajillions', 'ipad', 'attendee', 'course']",1.0
436,"['sxswnui', 'gsdm', 'sxsw']","['exclusive', 'shot', 'popup', 'apple', 'store']",1.0
437,['sxsw'],"['spilled', 'bean', 'next', 'platform', 'flipboard', 'iphone', 'team', 'started', 'working', 'gr']",1.0
438,['sxsw'],"['new', 'ipad']",1.0
439,"['sxsw', 'web3', 'saatchiny']","['impressed', 'far', 'ipad', 'slim', 'form', 'instant', 'ness', 'ive', 'seen', 'tried', 'one', 'yet']",1.0
440,['sxsw'],"['many', 'ppl', 'w', 'apple', 'product', 'think', 'head', 'explode', 'message', 'brought', 'via', 'iphone']",1.0
441,"['uxdes', 'sxsw']","['q', 'social', 'site', 'like', 'delicious', 'often', 'better', 'result', 'google', 'bing']",-1.0
