,text,emotion
641,"['naruto', 'groan', 'rubbed', 'back', 'head', 'yeah', 'im', 'fine', 'sat', 'look', 'daughter']",0
642,"['everyones', 'black', 'friday', 'shopping', 'talking', 'deal', 'got', 'im', 'like', 'hey', 'im', 'eating', 'thanksgiving', 'leftover']",0
643,"['kim', 'kardashian', 'ha', 'emojis', 'taylor', 'swift', 'may', 'followed', 'person', 'instagram']",1
644,"['watching', 'potus', 'flotus', 'hit', 'dougie', 'tightrope', 'give', 'much', 'unspeakable', 'joy', 'im', 'really', 'gonna', 'miss']",1
645,"['like', 'christian', 'working', 'saudi', 'government', 'would', 'follow', 'muslim', 'law', 'thought', 'st', 'ammendment']",0
646,"['black', 'new', 'black', 'uber', 'myeong', 'dong', 'seoul']",0
647,"['come', 'swinging', 'planned', 'parenthood', 'video', 'say', 'st', 'day', 'office', 'wld', 'instruct', 'doj', 'investigate']",-1
648,"['gucci', 'pant', 'credit', 'november', 'build', 'mate', 'indicative', 'inflowing', 'hike', 'consideration', 'whiz', 'true']",0
649,"['scott', 'walker', 'defends', 'ted', 'cruz', 'boehner', 'jackass', 'comment', 'may', 'running', 'r']",0
650,"['almost', 'serious', 'sunday', 'night', 'john', 'cena', 'defends', 'wwe', 'world', 'title', 'wwe', 'superslam']",1
651,"['new', 'watch', 'face', 'rd', 'party', 'complication', 'facebook', 'messenger', 'gopro', 'airstrip', 'coming', 'apple', 'watch']",1
652,"['know', 'sure', 'brianas', 'baby', 'louis', 'may', 'sex', 'also', 'someone', 'else', 'sooo']",-1
653,"['go', 'wednesday', 'adam', 'u', 'gorgeous', 'scalloped', 'collar']",1
654,"['think', 'caitlyn', 'jenner', 'may', 'woman', 'world', 'emotional', 'roflmao', 'love', 'genuine']",1
655,"['think', 'michael', 'moore', 'one', 'pallbearer']",-1
656,"['hey', 'conservative', 'fuck', 'coal', 'mine']",-1
657,"['erroneous', 'intervention', 'report', 'blame', 'gov', 'mayhem', 'left']",-1
658,"['photo', 'scinerds', 'sharpening', 'jupiter', 'amazing', 'image', 'jupiter', 'taken', 'infrared', 'light', 'night', 'aug']",0
659,"['actually', 'think', 'gave', 'away', 'social', 'security', 'number', 'experience']",-1
660,"['david', 'wright', 'come', 'back', 'tomorrow', 'thats', 'really', 'care']",1
661,"['maybe', 'wa', 'musical', 'ehh', 'sam', 'smith', 'much', 'amazing', 'cmon', 'bethany']",1
662,"['ever', 'meet', 'wa', 'proud', 'nirvana', 'fan', 'benefit', 'gig', 'april']",1
663,"['know', 'driver', 'playing', 'darude']",1
664,"['let', 'know', 'enjoys', 'seinfeld', 'may', 'force', 'watch', 'episode', 'ha', 'chosen', 'enjoy']",1
665,"['think', 'last', 'friday', 'night', 'katy', 'perry', 'lowkey', 'bop', 'said']",-1
666,"['slap', 'shot', 'nash', 'uc', 'back', 'injury', 'uc', 'skate', 'davos', 'rick', 'nash', 'new', 'york', 'ranger', 'returned', 'action', 'switzerland', 'tuesday']",0
667,"['clinton', 'foundation', 'klein', 'foundation']",0
668,"['firework', 'go', 'sale', 'tomorrow', 'um', 'sorry', 'uc', 'experiencing', 'independence', 'day', 'state', 'uc', 'nz', 'firework', 'ut', 'impress']",-1
669,"['odd', 'white', 'supremacist', 'fighting', 'deal', 'black', 'friday', 'hmmm']",-1
670,"['wa', 'said', 'prophet', 'jeremiah', 'wa', 'fulfilled', 'ein', 'karem', 'israel', 'october']",0
671,"['mention', 'jeb', 'bush', 'sat', 'board', 'fraudsters', 'fake', 'company', 'nice', 'try', 'dumbass']",-1
672,"['come', 'get', 'wet', 'wild', 'tomorrow', 'splash', 'dance', 'night', 'swim', 'feature', 'kyau', 'albert', 'sound', 'goodtimes']",1
673,"['interested', 'mansbridges', 'harper', 'interview', 'justin', 'tomorrow', 'mulcair', 'wednesday']",1
674,"['wind', 'bringing', 'leaf', 'foot', 'tomorrow', 'uc', 'street', 'viceroy', 'artwork', 'track', 'list', 'unveiled', 'samo', 'us', 'red', 'carpet']",0
675,"['ill', 'birmingham', 'nscoder', 'night', 'tomorrow', 'thats', 'alabama', 'uk']",0
676,"['kpop', 'fan', 'came', 'd', 'people', 'wake', 'tomorrow', 'like', 'd']",0
677,"['persona', 'take', 'heart', 'premium', 'edition', 'available', 'preorder', 'place', 'usually', 'get', 'game']",1
678,"['nazi', 'democrat', 'plant', 'fake', 'news', 'videosor', 'audio', 'recordingsfor', 'verification', 'claim', 'truethey', 'notits', 'strategy']",-1
679,"['burtle', 'sale', 'dm']",1
680,"['searching', 'marriage', 'th', 'amendment', 'scotus', 'usurp', 'power', 'doe', 'constitution']",0
681,"['loved', 'today', 'show', 'peep', 'rd', 'installment', 'sharknado']",1
682,"['ut', 'jersey', 'wear', 'tomorrow', 'think', 'um', 'wear', 'mavs', 'shirt', 'lol']",0
683,"['justin', 'th', 'place', 'believer', 'lady', 'gaga']",-1
684,"['hope', 'sake', 'venezuelan', 'tonight', 'maduro', 'considers', 'face']",-1
685,"['iight', 'lemme', 'stop', 'bsing', 'hatch', 'go', 'st', 'prob', 'last', 'time', 'drinking', 'tequi', 'lair']",0
686,"['happy', 'birthday', 'important', 'birthday', 'july', 'prince', 'george']",1
687,"['traditional', 'thanksgiving', 'food', 'fire', 'mom', 'made', 'shit', 'make', 'time', 'made', 'slightly', 'better']",1
688,"['enabled', 'left', 'antiisrael', 'semitism', 'islam', 'march', 'deadly', 'combo', 'israel']",-1
689,"['get', 'much', 'better', 'three', 'tvs', 'saturday', 'night', 'w', 'g', 'um', 'neb', 'nd', 'ou', 'going', 'time']",1
690,"['government', 'wednesday', 'attacked', 'rahul', 'gandhi', 'alleging', 'per', 'cent', 'political', 'vendetta', 'coming', 'pmo', 'national', 'herald']",-1
691,"['way', 'blue', 'jay', 'magic', 'number', 'crop', 'tomorrow', 'white', 'sox', 'beat', 'twin']",0
692,"['object', 'liberal', 'making', 'recount', 'peopledont', 'great', 'record', 'honesty', 'million', 'illegals', 'voted']",-1
693,"['anyone', 'wanna', 'see', 'jason', 'aldean', 'sept', 'th', 'got', 'extra', 'ticket']",1
694,"['massive', 'world', 'perpetuated', 'indoctrination', 'terrorist', 'entity', 'like']",-1
695,"['sprint', 'may', 'want', 'buy', 'clearwire']",0
696,"['catching', 'jimmy', 'mcgovern', 'one', 'best', 'writer', 'tv', 'today', 'part', 'tomorrow', 'annemarie', 'duff', 'cant', 'wait']",1
697,"['knew', 'wa', 'r', 'cassidy']",0
698,"['chibok', 'day', 'boko', 'haram', 'captivity', 'relative', 'missing', 'chibok', 'schoolgirl', 'hold', 'youth', 'march']",-1
699,"['irans', 'job', 'easy', 'stop', 'building', 'nuke', 'stop', 'executing', 'christian', 'dropping', 'gay', 'th', 'floor', 'head', 'first']",-1
700,"['china', 'censored', 'fatty', 'kim', 'third', 'kim', 'fat', 'jin', 'san', 'pang', 'best', 'korea', 'complained', 'mean', 'com']",-1
701,"['went', 'camp', 'nou', 'sunday', 'watch', 'el', 'clasico', 'luck', 'hope', 'u', 'guess']",1
702,"['mention', 'thatcher', 'blair', 'major', 'also', 'talked', 'ira', 'else', 'good', 'friday', 'agreement']",0
703,"['north', 'korean', 'nuclear', 'programme', 'hammered', 'harsh', 'new', 'un', 'sanction', 'hermit', 'state']",-1
704,"['sat', 'next', 'sanchez', 'nou', 'camp', 'wycombe', 'game', 'like', 'laughed', 'said', 'wa', 'taking']",-1
705,"['ryan', 'raburn', 'belted', 'pair', 'solo', 'home', 'run', 'mondays', 'win', 'white', 'sox']",0
706,"['understand', 'enjoy', 'antman', 'assure', 'start', 'time', 'return', 'tomorrow']",1
707,"['according', 'dvr', 'penultimate', 'episode', 'hannibal', 'th', 'quarter', 'nfl', 'preseason', 'game', 'could', 'eat', 'face']",-1
708,"['thats', 'joke', 'know', 'wa', 'erik', 'told', 'sat', 'room', 'wanking', 'nirvana']",0
709,"['warning', 'prepare', 'many', 'madonna', 'tweet', 'tomorrow', 'since', 'opening', 'night']",1
710,"['eid', 'shopping', 'brings', 'windfall', 'oman', 'trader', 'road', 'traveler', 'thursday', 'beginning', 'break']",1
711,"['one', 'night', 'elvis', 'presley']",1
712,"['still', 'giving', 'away', 'ticket', 'see', 'justin', 'thursday']",1
713,"['bad', 'hombre']",-1
714,"['shaquille', 'uneal', 'allstar', 'comedy', 'jam', 'dar', 'constitution', 'hall', 'sat', 'p', 'nov', 'uc', 'washington', 'dc', 'look', 'like', 'great', 'show']",1
715,"['r', 'p', 'hope', 'boko', 'haram', 'palaver', 'cause', 'death', 'may', 'god', 'destroy', 'boko', 'haram', 'people', 'nig']",-1
716,"['john', 'kasich']",0
717,"['badboy', 'putin', 'wont', 'let', 'continue', 'forever', 'may', 'secretly', 'back', 'isi', 'call', 'uprising', 'saudi', 'arabia']",-1
718,"['putting', 'face', 'condoning', 'animal', 'testing', 'animal', 'ingredient', 'make']",-1
719,"['bst', 'us', 'current', 'nominated', 'position', 'mama', 'best', 'male', 'group', 'th', 'place', 'best', 'global', 'group', 'th', 'place', 'artist', 'year', 'th', 'place']",0
720,"['rd', 'uc', 'preds', 'kept', 'u', 'end', 'zone', 'going', 'field', 'goal']",0
721,"['time', 'thurs', 'improv', 'favorite', 'comedy', 'central', 'us', 'bob', 'biggerstaff', 'promo', 'code', 'chili']",1
722,"['sure', 'august', 'eid', 'ul', 'fitar']",0
723,"['check', 'derby', 'big', 'screen', 'tomorrow', 'nights', 'screening', 'creative', 'alliance']",1
724,"['nta', 'covered', 'live', 'return', 'st', 'lady']",0
725,"['sat', 'stat', 'tom', 'brady', 'set', 'make', 'th', 'straight', 'opening', 'day', 'start', 'longest', 'active', 'streak', 'league']",1
726,"['brock', 'lesnar', 'going', 'throw', 'every', 'single', 'person', 'roster', 'sun', 'great']",0
727,"['jill', 'stein', 'favor', 'go', 'recount', 'fidel', 'castro', 'ball']",-1
728,"['jeep', 'ferrying', 'castros', 'ash', 'broke', 'needed', 'pushed']",0
729,"['yeay', 'yeay', 'yeay', 'home', 'opener', 'tomorrow', 'let', 'us', 'go', 'excited', 'hang', 'w', 'greatest', 'fan', 'nba', 'see', 'tomorrow']",1
730,"['neither', 'lynch', 'said', 'anything', 'comey', 'letter']",0
731,"['fuck', 'un', 'jew', 'palestine', 'world', 'know', 'hero', 'hitler', 'burned', 'fucking', 'jew', 'alive']",-1
732,"['hey', 'see', 'karma', 'something', 'see', 'everything', 'go', 'right', 'shelli', 'would', 'leaving', 'big', 'brother', 'house', 'thursday']",0
733,"['fact', 'kendrick', 'made', 'song', 'crapping', 'would', 'x', 'influential', 'future', 'song', 'slavery']",0
734,"['kendricks', 'black', 'friday', 'replay', 'gonna', 'kind', 'day']",0
735,"['may', 'going', 'jason', 'aldean', 'concert', 'tomorrow']",1
736,"['fm', 'preview', 'west', 'bromwich', 'albion', 'v', 'aston', 'villa', 'apr', 'footymad', 'attempt', 'assist', 'form', 'guide']",0
737,"['twenty', 'bag', 'rusted', 'dick']",-1
738,"['body', 'pls', 'get', 'shit', 'together', 'get', 'rid', 'flu', 'tomorrow', 'star', 'war', 'day', 'ffs']",-1
739,"['ah', 'timehonoured', 'tradition', 'wrapping', 'hard', 'days', 'work']",0
740,"['brain', 'cell', 'good', 'intro', 'israel', 'list', 'continues']",0
741,"['good', 'luck', 'tai', 'seattle', 'going', 'miss', 'go', 'win', 'nl', 'cy', 'young']",1
742,"['class', 'early', 'mornjng', 'us', 'bedtime', 'get', 'see', 'sam', 'tomorrow']",0
743,"['david', 'cameron', 'cut', 'cloth', 'tony', 'blair', 'styled', 'thatcherism']",0
744,"['walked', 'past', 'girl', 'throwing', 'gut', 'outside', 'bus', 'stop', 'average', 'monday', 'night', 'shotton']",-1
745,"['since', 'september', 'batman', 'day', 'im', 'batman', 'month', 'start', 'greatest', 'batman', 'story', 'ever']",1
746,"['beautiful', 'daughter', 'back', 'april', 'mothers', 'day', 'shoot', 'lovely', 'jo', 'rutherford', 'x']",1
747,"['recommended', 'verizon', 'begin', 'shipping', 'galaxy', 'note', 'tmobile', 'start', 'tomorrow', 'preorders', 'samsung', 'g']",1
748,"['amazon', 'prime', 'day', 'got', 'rained', 'right', 'cause', 'theres', 'way', 'deal', 'rival', 'black', 'friday', 'deal', 'whens', 'rain', 'date']",-1
749,"['like', 'kanye', 'west', 'smile', 'th', 'grade', 'girl']",-1
750,"['north', 'dakota', 'fracking', 'control']",-1
751,"['grandma', 'going', 'digi', 'sunday', 'pls', 'hit', 'bc', 'hekka', 'fine']",0
752,"['stephs', 'huge', 'night', 'kobes', 'incredible', 'th', 'qtr', 'v', 'wizard', 'plus', 'dana', 'white', 'join', 'desk', 'listen']",1
753,"['since', 'month', 'regime', 'ending', 'ceasefire', 'agreement', 'besieged', 'area', 'providing', 'choice', 'fight', 'move']",0
754,"['spur', 'still', 'real', 'disciplined', 'team', 'even', 'without', 'tim', 'duncan']",-1
755,"['kind', 'natural', 'disaster', 'would', 'fossil', 'fuel', 'create', 'ex', 'contamination', 'water', 'stream', 'run']",-1
756,"['smt', 'apocalypse', 'pkmn', 'sunmoon', 'persona', 'q', 'prof', 'layton', 'aa', 'aa', 'v', 'prof', 'layton']",-1
757,"['slide', 'new', 'transportation', 'read']",0
758,"['prayer', 'thought', 'pavol', 'demitras', 'family', 'today', 'others', 'plane', 'blue', 'nation', 'lost', 'loved', 'member', 'today']",-1
759,"['running', 'class', 'tomorrow', 'hype', 'park', 'get', 'faster', 'transformer']",0
760,"['include', 'voter', 'suppression', 'intimidation', 'investigated', 'wa', 'gross', 'fraud']",0
761,"['course', 'relevant', 'black', 'life', 'wa', 'brutally', 'taken', 'away']",-1
762,"['im', 'coming', 'bob', 'dylan', 'started']",-1
763,"['saturday', 'bama', 'us', 'tide', 'want', 'rollin', 'geaux', 'tiger']",1
764,"['umbc', 'alert', 'due', 'hurricane', 'sandy', 'campus', 'closed', 'tuesday', 'october', 'check', 'umbc', 'website', 'information', 'stay', 'safe']",0
765,"['maduro', 'hollande', 'merkel', 'santos', 'fall', 'flat', 'metaphorical', 'physical', 'face']",-1
766,"['paul', 'mccartney', 'said', 'hed', 'follow', 'sun', 'ive', 'got', 'news', 'pablo', 'aint', 'going', 'anywhere']",0
767,"['celebrate', 'nd', 'birthday', 'beautiful', 'prince', 'george', 'offering', 'personalised', 'child', 'related']",1
768,"['highland', 'council', 'website', 'achieves', 'gold', 'standard', 'digital', 'accessibility']",0
769,"['p', 'supreme', 'court', 'overturn', 'th', 'amendment', 'anyway', 'carly', 'fiorina']",-1
770,"['mohawk', 'place', 'tonight', 'buffalo', 'new', 'york', 'roll', 'tomorrow', 'play', 'hoosier', 'dome', 'indianapolis', 'indiana']",1
771,"['going', 'tell', 'doctor', 'cut', 'back', 'amount', 'pain', 'med', 'prescribe', 'legalize', 'medical', 'marijuana', 'nationally', 'already']",1
772,"['may', 'consider', 'watching', 'tomorow', 'daniel', 'radcliffe', 'good', 'like']",1
773,"['teen', 'mom', 'come', 'back', 'monday', 'still', 'good', 'first', 'teen', 'mom', 'tho']",-1
774,"['milan', 'v', 'empoli', 'preview', 'rossoneri', 'bounce', 'back', 'saturday', 'night']",0
775,"['want', 'pal', 'b', 'free', 'prosperous', 'use', 'pal', 'pawn', 'antisemitism', 'palestinian']",-1
776,"['watched', 'draft', 'day', 'tonight', 'deserves', 'big', 'thumb', 'know', 'much', 'nfl', 'im', 'going', 'buy', 'nfl', 'game', 'ps', 'tomorrow']",1
777,"['anyone', 'wanna', 'go', 'city', 'friday', 'morning', 'see', 'jason', 'aldean', 'perform', 'couple', 'song']",0
778,"['rahul', 'gandhi', 'savour', 'littichokha', 'wintry', 'sunday', 'see', 'pic', 'rahul', 'gandhi', 'mingled', 'freely', 'street', 'vendo']",0
779,"['year', 'italian', 'serie', 'history', 'produced', 'first', 'juventus', 'sunday', 'lost', 'home', 'opening', 'day', 'season']",-1
780,"['tried', 'get', 'pope', 'ticket', 'sold', 'hotter', 'concert', 'try', 'tomorrow', 'noon']",0
781,"['yo', 'ever', 'say', 'god', 'forbid', 'may', 'happen', 'zayn', 'cool', 'even', 'try', 'compare', 'love', 'zaynnn']",0
782,"['un', 'jorit', 'mar', 'dala', 'zayun', 'watchman', 'wall', 'zion', 'doh', 'c', 'un']",0
783,"['ive', 'discovered', 'people', 'dont', 'like', 'david', 'bowie', 'may', 'god', 'mercy', 'soul']",0
784,"['tomorrows', 'starter', 'david', 'price', 'mike', 'wright', 'even', 'wright', 'mound', 'price', 'still', 'right']",1
785,"['rd', 'bad', 'blood', 'video', 'year', 'took', 'woman', 'video', 'w', 'said', 'stupid', 'shit']",-1
786,"['someone', 'going', 'houston', 'airport', 'tomorrow', 'get', 'shawn', 'video', 'lmao']",0
787,"['international', 'committee', 'red', 'cross', 'said', 'sunday', 'considers', 'conflict', 'syria', 'civil', 'war', 'uc', 'meaning', 'international']",0
788,"['hi', 'counted', 'vote', 'hillary', 'lost', 'across', 'close', 'state', 'wi', 'pa', 'mi', 'v', 'popular', 'vote', 'doe', 'work']",1
789,"['shawn', 'charlie', 'going', 'vmas', 'tomorrow', 'camila', 'shawn', 'today', 'charlie', 'sits', 'behind', 'girl', 'tomorrow', 'fascinated']",1
790,"['post', 'verified', 'time', 'bet', 'cant', 'beat', 'tesla', 'model', 'pd', 'ludicrous', 'edition']",-1
791,"['gosh', 'wanna', 'wear', 'john', 'cena', 'shirt', 'everyday', 'wear', 'ot', 'class', 'tomorrow', 'decision']",1
792,"['im', 'wearing', 'aaron', 'rodgers', 'jersey', 'charger', 'game', 'sunday']",0
793,"['liked', 'video', 'new', 'anti', 'trump', 'riot', 'america', 'compilation']",1
794,"['micro', 'robot', 'le']",-1
795,"['may', 'live', 'rue', 'word', 'tony', 'blair', 'ruing', 'lying', 'country']",-1
796,"['ghetto', 'center', 'world', 'chungking', 'mansion', 'uc', 'hong', 'kong']",0
797,"['hillary', 'horde', 'step', 'violent', 'anti', 'trump', 'riot', 'via']",-1
798,"['dmd', 'michelle', 'obama', 'im', 'going', 'erase', 'tomorrow', 'respond']",0
799,"['fashion', 'aid', 'collection', 'h', 'hitting', 'store', 'thursday', 'ucand', 'uve', 'already', 'made', 'top', 'selection']",0
800,"['indias', 'system', 'electing', 'similarly', 'powerless', 'president', 'particularly', 'lulzy', 'electoral', 'college']",-1
801,"['michelle', 'obama', 'sytycd', 'crew', 'dancing', 'white', 'house', 'today', 'cuz', 'may', 'join']",1
802,"['would', 'really', 'love', 'get', 'p', 'vita', 'sister', 'th', 'coming', 'soon', 'would', 'overjoyed', 'get', 'one']",1
803,"['misrepresentation', 'wa', 'said', 'wa', 'lot', 'christian', 'may', 'full', 'understanding', 'trinitarian', 'confession']",-1
804,"['brit', 'ut', 'need', 'usstyle', 'debate', 'debate', 'every', 'wednesday', 'uc', 'uk', 'party', 'ut', 'work', 'together', 'usually']",-1
805,"['need', 'back', 'massage']",0
806,"['oregon', 'v', 'ucla', 'football', 'game', 'last', 'saturday', 'rose', 'bowl']",0
807,"['good', 'day', 'milan', 'ban', 'car', 'wednesday', 'curb', 'pollution']",0
808,"['really', 'fantastic', 'movie']",1
809,"['soak', 'may', 'overtaken', 'sam', 'smith', 'shittest', 'artist', 'currently', 'chart']",-1
810,"['sam', 'smith', 'kasabian', 'saturday', 'script', 'calvin', 'harris', 'sunday', 'mate', 'wa', 'quality', 'x']",0
811,"['seriousness', 'think', 'stated', 'felt', 'baby', 'briana', 'way', 'back', 'august', 'theres', 'need']",0
812,"['prayer', 'request', 'sunday', 'mass', 'god', 'please', 'allow', 'donald', 'trump', 'win', 'presidency', 'going', 'hell', 'alone']",-1
813,"['fabio', 'capello', 'russia', 'us', 'headcoach', 'wish', 'cristiano', 'us', 'injury', 'wa', 'serious', 'russia', 'play', 'portugal', 'tomorrow', 'wcq']",-1
814,"['microsoft', 'ha', 'invented', 'reprogrammable', 'chip', 'may', 'accelerate', 'speed', 'flexibility', 'deep', 'learning', 'ai']",1
815,"['extra', 'base', 'varitek', 'named', 'assistant', 'gm', 'red', 'sox', 'thursday', 'named', 'jason', 'varitek', 'special']",0
816,"['michael', 'moore', 'warned', 'donald', 'trump', 'victory', 'would', 'biggest', 'fuck', 'human', 'history', 'wa', 'right']",-1
817,"['lost', 'boy', 'disconnected', 'never', 'independence', 'day', 'tomorrow', 'never', 'dy', 'heartache', 'know', 'superhero', 'wherever']",-1
818,"['pride', 'festival', 'start', 'soon', 'join', 'labour', 'movement', 'saturday', 'pride', 'parade']",1
819,"['tomorrow', 'never', 'dy', 'sos', 'also', 'love', 'aftertaste', 'shawn']",1
820,"['lib', 'whingers', 'say', 'hillary', 'potus', 'popular', 'vote', 'accept', 'brexit', 'popular', 'vote']",-1
821,"['remember', 'altright', 'name', 'gave', 'rebranding', 'white', 'supremacist', 'bullshit', 'cant', 'get', 'normalized', 'lets', 'ca']",-1
822,"['listen', 'conservative', 'let', 'steal', 'state', 'get', 'involved']",-1
823,"['wa', 'level', 'ffs', 'also', 'may', 'problem', 'child', 'argentine', 'forward', 'link', 'messi', 'better', 'tevez']",1
824,"['freaking', 'want', 'watch', 'fx', 'may', 'movie', 'ha', 'got', 'show']",0
825,"['name', 'god', 'pray', 'peace', 'muslim', 'jew', 'christian', 'world', 'people', 'may', 'praise', 'glory', 'god', 'forever']",1
826,"['hope', 'server', 'new', 'naruto', 'game', 'great', 'cause', 'rd', 'game', 'server', 'suck']",-1
827,"['late', 'monday', 'obama', 'administration', 'filed', 'socalled', 'statement', 'interest', 'court', 'support', 'planned', 'parenthood']",-1
828,"['diverting', 'resource', 'concrete', 'case', 'homicidal', 'tunnel', 'israel']",-1
829,"['everybody', 'worried', 'kanye', 'west', 'running', 'president', 'year', 'still', 'know', 'im', 'eating', 'breakfast', 'tomorrow']",0
830,"['anyone', 'else', 'already', 'getting', 'goosebump', 'loud', 'goodnight', 'irene', 'tomorrow', 'afternoon']",1
831,"['watching', 'obama', 'video', 'bc', 'need', 'fucking', 'break', 'tuesday', 'thank', 'god']",0
832,"['counted', 'five', 'tight', 'point', 'anderson', 'game', 'may', 'get', 'slice', 'fortune', 'murray', 'netting', 'bh', 'hold']",0
833,"['follow', 'top', 'amy', 'schumer', 'story', 'dec', 'topical', 'page']",0
834,"['want', 'hear', 'seth', 'rollins', 'speech', 'great', 'tomorrow', 'bruh']",-1
835,"['chuck', 'norris', 'may', 'enough', 'rest', 'least', 'concealed', 'carry']",0
836,"['got', 'ic', 'update', 'sony', 'sola', 'apparently', 'wa', 'released', 'th', 'update', 'centre', 'never', 'told', 'knew']",0
837,"['war', 'criminal', 'tony', 'blair', 'back', 'war', 'like', 'big', 'war', 'mongering', 'monster']",-1
838,"['miss', 'town', 'hall', 'presidential', 'candidate', 'john', 'kasich', 'july', 'st', 'click', 'detail']",1
839,"['cast', 'crew', 'see', 'ash', 'november']",0
840,"['hey', 'think', 'done', 'mistake', 'th', 'journal', 'sep', 'equpiment', 'hst', 'recoverable', 'p', 'jims', 'bank', 'invoic']",0
841,"['interested', 'career', 'ibm', 'tomorrow', 'visut', 'u', 'skandinavisk', 'online', 'karrieremesse']",1
842,"['watching', 'naruto', 'day', 'help', 'save', 'th', 'great', 'ninja', 'war']",1
843,"['come', 'check', 'black', 'dahlia', 'saturday', 'night', 'us', 'going', 'party']",0
844,"['celebrity', 'juice', 'tonight', 'pm', 'itv', 'hurrraaah', 'back', 'school', 'special', 'yayyy']",1
845,"['google', 'still', 'spamming', 'one', 'wonder', 'may', 'concede', 'defeat', 'pull', 'plug']",-1
846,"['one', 'tesla', 'model', 'need']",0
847,"['serenas', 'th', 'ace', 'win', 'match', 'v', 'sister', 'venus']",1
848,"['tune', 'wednesday', 'pm', 'pst', 'talk', 'dr', 'milan', 'fatigue', 'impact', 'life', 'im']",0
849,"['tree', 'look', 'like', 'lung', 'breathe', 'air', 'time']",1
850,"['real', 'soft', 'white', 'dressed', 'wdw', 'st', 'annual', 'conv', 'w', 'pin']",0
851,"['special', 'conference', 'call', 'tonight', 'th', 'pst', 'est', 'featuring', 'doug', 'wead', 'doug', 'going', 'give', 'u']",0
852,"['bought', 'ps', 'november', 'may', 'buy', 'aw', 'till', 'cause', 'used', 'controller', 'well', 'see']",0
853,"['training', 'tomorrow', 'id', 'sick', 'jason', 'aldean', 'concert']",-1
854,"['watch', 'given', 'sunday', 'backwards', 'uc', 'us', 'like', 'tim', 'tebow', 'us', 'career']",-1
855,"['almost', 'time', 'new', 'ft', 'reveal', 'launch', 'new', 'car', 'tomorrow', 'toyota', 'racing', 'new', 'zealand']",0
856,"['drake', 'ghostwritten', 'pawn', 'insinuated', 'may', 'come', 'wa', 'dope', 'la', 'snoop', 'dogg', 'may', 'overblown']",0
857,"['people', 'area', 'discovering', 'waving', 'flag', 'tomorrow', 'go', 'chuck', 'norris', 'joke', 'first', 'time']",1
858,"['signed', 'tom', 'boonen', 'shirt', 'one', 'item', 'auction', 'curious', 'joing', 'u', 'sunday']",1
859,"['cbs', 'say', 'andy', 'rooney', 'make', 'final', 'weekly', 'minute', 'appearance', 'sundays', 'edition', 'via']",0
860,"['sudden', 'nobodys', 'talking', 'june', 'nobodys', 'talking', 'dodger', 'kershaw', 'mccutchen', 'bryce', 'harper', 'wainwright']",0
861,"['extension', 'xbox', 'one', 'beta', 'increase', 'level', 'cap', 'work', 'tomorrow', 'ps', 'problem', 'got', 'extra', 'day']",0
862,"['surely', 'make', 'john', 'cena', 'x', 'champion', 'shirt', 'could', 'win', 'th']",0
863,"['gutted', 'fell', 'real', 'madrid', 'chance', 'well', 'sign', 'bale', 'ramos', 'january']",-1
864,"['heck', 'bounce', 'back', 'dustin', 'johnson', 'par', 'st']",0
865,"['please', 'select', 'tough', 'america', 'first', 'patriot', 'department']",0
866,"['waqasthe', 'security', 'researcher', 'norwaybased', 'firm', 'promon', 'discovered', 'critical', 'issue']",0
867,"['thing', 'stand', 'bottom', 'serie', 'bologna', 'th', 'empoli', 'th', 'juventus', 'th']",-1
868,"['apparently', 'new', 'moroccan', 'boyfriend', 'speak', 'english', 'sat', 'nokia', 'played', 'snake', 'best', 'relationship', 'ever']",1
869,"['oracle', 'bring', 'u', 'java', 'sun', 'james', 'gosling', 'brought', 'u', 'java', 'oracle', 'wa', 'responsible', 'crapifying']",-1
870,"['old', 'building', 'wa', 'blown', 'ira', 'th', 'anniversary', 'called', 'bomb', 'bin', 'outside']",-1
871,"['need', 'find', 'movie', 'watch', 'time', 'actually', 'watch', 'tv', 'sundays', 'mondays', 'either', 'hulu', 'netflix']",0
872,"['trump', 'ha', 'tried', 'illegally', 'invest', 'cuba', 'embargo', 'want', 'make', 'sure', 'cuba', 'b']",-1
873,"['friday', 'beyonces', 'birthday', 'n', 'rodeo', 'album', 'holi', 'fucking', 'day']",1
874,"['rahul', 'gandhi', 'held', 'indian', 'citizenship', 'day', 'one', 'congress', 'new', 'delhi', 'nov', 'dismissing', 'bjp', 'leader', 'subraman']",0
875,"['johnny', 'lennon', 'going', 'ask', 'paul', 'mccartney', 'mccartneys', 'right', 'love', 'based', 'jerusalem', 'july', 'th', 'apple', 'time', 'event']",0
876,"['j', 'king', 'suffered', 'broken', 'right', 'hand', 'fight', 'krys', 'barch', 'oct', 'stlblues', 'v', 'dallas', 'star', 'missed', 'month']",-1
877,"['ill', 'bilbao', 'day', 'tomorrow', 'id', 'like', 'book', 'two', 'first', 'nov', 'dinner', 'possible']",0
878,"['know', 'limousine', 'liberal', 'love', 'hate', 'jfk', 'provided', 'air', 'support', 'bay', 'pig', 'invasion']",-1
879,"['john', 'kasich', 'applied', 'rote', 'republican', 'dogma', 'found', 'govern', 'way', 'may', 'gop', 'voice', 'wilderness']",-1
880,"['like', 'pumpkin', 'muffin', 'dunkin', 'would', 'thursday', 'friday', 'good']",1
